ID	Name	Product
GUT_GENOME147598_02462	NA	hypothetical protein
GUT_GENOME147598_02463	NA	IS5 family transposase ISKpn26
GUT_GENOME147598_02464	rob_2	Right origin-binding protein
GUT_GENOME147598_02465	ygbN	Inner membrane permease YgbN
GUT_GENOME147598_02466	otnI	2-oxo-tetronate isomerase
GUT_GENOME147598_02467	otnC	3-oxo-tetronate 4-phosphate decarboxylase
GUT_GENOME147598_02468	otnK	3-oxo-tetronate kinase
GUT_GENOME147598_02469	ltnD	L-threonate dehydrogenase
GUT_GENOME147598_02470	glpR_2	Glycerol-3-phosphate regulon repressor
GUT_GENOME147598_02471	bla_1	Beta-lactamase SHV-1
GUT_GENOME147598_02472	NA	hypothetical protein
GUT_GENOME147598_02473	NA	hypothetical protein
GUT_GENOME147598_02474	lacY	Lactose permease
GUT_GENOME147598_02475	lacZ	Beta-galactosidase
GUT_GENOME147598_02476	lacI_2	Lactose operon repressor
GUT_GENOME147598_02477	NA	hypothetical protein
GUT_GENOME147598_02478	NA	hypothetical protein
GUT_GENOME147598_02479	rhaS_6	HTH-type transcriptional activator RhaS
GUT_GENOME147598_02480	NA	hypothetical protein
GUT_GENOME147598_02481	NA	hypothetical protein
GUT_GENOME147598_02482	amiC_1	Aliphatic amidase expression-regulating protein
GUT_GENOME147598_02483	NA	hypothetical protein
GUT_GENOME147598_02484	NA	hypothetical protein
GUT_GENOME147598_02485	livF_3	High-affinity branched-chain amino acid transport ATP-binding protein LivF
GUT_GENOME147598_02486	livF_4	High-affinity branched-chain amino acid transport ATP-binding protein LivF
GUT_GENOME147598_02487	NA	hypothetical protein
GUT_GENOME147598_02488	NA	hypothetical protein
GUT_GENOME147598_02489	eamA	putative amino-acid metabolite efflux pump
GUT_GENOME147598_02490	NA	hypothetical protein
GUT_GENOME147598_02491	marA	Multiple antibiotic resistance protein MarA
GUT_GENOME147598_02492	marR	Multiple antibiotic resistance protein MarR
GUT_GENOME147598_02493	NA	hypothetical protein
GUT_GENOME147598_02494	sotB_3	Sugar efflux transporter
GUT_GENOME147598_02495	yddE	putative isomerase YddE
GUT_GENOME147598_02496	fabG_9	3-oxoacyl-[acyl-carrier-protein] reductase FabG
GUT_GENOME147598_02497	yhcH	putative protein YhcH
GUT_GENOME147598_02498	NA	hypothetical protein
GUT_GENOME147598_02499	actP_2	Cation/acetate symporter ActP
GUT_GENOME147598_02500	dapA_1	4-hydroxy-tetrahydrodipicolinate synthase
GUT_GENOME147598_02501	adh1	Long-chain-alcohol dehydrogenase 1
GUT_GENOME147598_02502	dtnK	D-threonate kinase
GUT_GENOME147598_02503	pdxA2	D-threonate 4-phosphate dehydrogenase
GUT_GENOME147598_02504	glcR_1	HTH-type transcriptional repressor GlcR
GUT_GENOME147598_02505	ldhA_2	L-lactate dehydrogenase 1
GUT_GENOME147598_02506	NA	hypothetical protein
GUT_GENOME147598_02507	gltR_1	HTH-type transcriptional regulator GltR
GUT_GENOME147598_02508	sad_2	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
GUT_GENOME147598_02509	glsA2	Glutaminase 2
GUT_GENOME147598_02510	NA	hypothetical protein
GUT_GENOME147598_02511	NA	hypothetical protein
GUT_GENOME147598_02512	ttr	Acetyltransferase
GUT_GENOME147598_02513	uxaB_2	Altronate oxidoreductase
GUT_GENOME147598_02514	NA	hypothetical protein
GUT_GENOME147598_02515	NA	hypothetical protein
GUT_GENOME147598_02516	NA	hypothetical protein
GUT_GENOME147598_02517	NA	hypothetical protein
GUT_GENOME147598_02518	hcpA_3	Major exported protein
GUT_GENOME147598_02519	NA	hypothetical protein
GUT_GENOME147598_02520	NA	hypothetical protein
GUT_GENOME147598_02521	tam	Trans-aconitate 2-methyltransferase
GUT_GENOME147598_02522	NA	hypothetical protein
GUT_GENOME147598_02523	yhhS_1	putative MFS-type transporter YhhS
GUT_GENOME147598_02524	yycE	putative protein YycE
GUT_GENOME147598_02525	NA	hypothetical protein
GUT_GENOME147598_02526	gltR_2	HTH-type transcriptional regulator GltR
GUT_GENOME147598_02527	NA	hypothetical protein
GUT_GENOME147598_02528	metI_3	D-methionine transport system permease protein MetI
GUT_GENOME147598_02529	metN2	Methionine import ATP-binding protein MetN 2
GUT_GENOME147598_02530	metQ_3	D-methionine-binding lipoprotein MetQ
GUT_GENOME147598_02531	NA	hypothetical protein
GUT_GENOME147598_02532	NA	hypothetical protein
GUT_GENOME147598_02533	NA	hypothetical protein
GUT_GENOME147598_02534	NA	hypothetical protein
GUT_GENOME147598_02535	rclR_1	RCS-specific HTH-type transcriptional activator RclR
GUT_GENOME147598_02536	nepI_2	Purine ribonucleoside efflux pump NepI
GUT_GENOME147598_02537	pobB	Phenoxybenzoate dioxygenase subunit beta
GUT_GENOME147598_02538	ndmA	Methylxanthine N1-demethylase NdmA
GUT_GENOME147598_02539	argP_1	HTH-type transcriptional regulator ArgP
GUT_GENOME147598_02540	hpxO	FAD-dependent urate hydroxylase
GUT_GENOME147598_02541	xanP_1	Xanthine permease XanP
GUT_GENOME147598_02542	uao	Uric acid degradation bifunctional protein
GUT_GENOME147598_02543	pucM	5-hydroxyisourate hydrolase
GUT_GENOME147598_02544	hipB	Antitoxin HipB
GUT_GENOME147598_02545	hipA	Serine/threonine-protein kinase toxin HipA
GUT_GENOME147598_02546	NA	hypothetical protein
GUT_GENOME147598_02547	mrkD_1	Fimbria adhesin protein
GUT_GENOME147598_02548	fimD_2	Outer membrane usher protein FimD
GUT_GENOME147598_02549	lpfB_2	putative fimbrial chaperone LpfB
GUT_GENOME147598_02550	fimA_1	Type-1 fimbrial protein%2C A chain
GUT_GENOME147598_02551	NA	hypothetical protein
GUT_GENOME147598_02552	map_2	Methionine aminopeptidase
GUT_GENOME147598_02553	NA	hypothetical protein
GUT_GENOME147598_02554	NA	hypothetical protein
GUT_GENOME147598_02555	NA	putative signaling protein
GUT_GENOME147598_02556	NA	hypothetical protein
GUT_GENOME147598_02557	NA	hypothetical protein
GUT_GENOME147598_02558	NA	hypothetical protein
GUT_GENOME147598_02559	fruB_1	Multiphosphoryl transfer protein
GUT_GENOME147598_02560	iolT	Major myo-inositol transporter IolT
GUT_GENOME147598_02561	malH	Maltose-6'-phosphate glucosidase
GUT_GENOME147598_02562	malX_2	PTS system maltose-specific EIICB component
GUT_GENOME147598_02563	mngR_1	Mannosyl-D-glycerate transport/metabolism system repressor MngR
GUT_GENOME147598_02564	NA	hypothetical protein
GUT_GENOME147598_02565	cynR_1	HTH-type transcriptional regulator CynR
GUT_GENOME147598_02566	mmsB	putative 3-hydroxyisobutyrate dehydrogenase
GUT_GENOME147598_02567	cdaR_2	Carbohydrate diacid regulator
GUT_GENOME147598_02568	garK_1	Glycerate 2-kinase
GUT_GENOME147598_02569	exuT_2	Hexuronate transporter
GUT_GENOME147598_02570	NA	6-deoxy-6-sulfogluconolactonase
GUT_GENOME147598_02571	ttuB_3	Putative tartrate transporter
GUT_GENOME147598_02572	thlA_1	Acetyl-CoA acetyltransferase
GUT_GENOME147598_02573	fabG_10	3-oxoacyl-[acyl-carrier-protein] reductase FabG
GUT_GENOME147598_02574	carA_2	Caffeate CoA-transferase
GUT_GENOME147598_02575	lcfB	Long-chain-fatty-acid--CoA ligase
GUT_GENOME147598_02576	NA	hypothetical protein
GUT_GENOME147598_02577	fucP_1	L-fucose-proton symporter
GUT_GENOME147598_02578	rbsK_3	Ribokinase
GUT_GENOME147598_02579	alsE_1	D-allulose-6-phosphate 3-epimerase
GUT_GENOME147598_02580	srlR_2	Glucitol operon repressor
GUT_GENOME147598_02581	deoC_2	Deoxyribose-phosphate aldolase
GUT_GENOME147598_02582	xylB_1	Xylulose kinase
GUT_GENOME147598_02583	glcR_2	HTH-type transcriptional repressor GlcR
GUT_GENOME147598_02584	rhaS_7	HTH-type transcriptional activator RhaS
GUT_GENOME147598_02585	NA	hypothetical protein
GUT_GENOME147598_02586	NA	putative protein
GUT_GENOME147598_02587	NA	hypothetical protein
GUT_GENOME147598_02588	rhaS_8	HTH-type transcriptional activator RhaS
GUT_GENOME147598_02589	gap_2	Glyceraldehyde-3-phosphate dehydrogenase
GUT_GENOME147598_02590	NA	hypothetical protein
GUT_GENOME147598_02591	NA	ISNCY family transposase ISBcen27
GUT_GENOME147598_02592	iolS_4	Aldo-keto reductase IolS
GUT_GENOME147598_02593	NA	Lactonase drp35
GUT_GENOME147598_02594	NA	hypothetical protein
GUT_GENOME147598_02595	tas_1	Protein tas
GUT_GENOME147598_02596	pgrR_6	HTH-type transcriptional regulator PgrR
GUT_GENOME147598_02597	NA	hypothetical protein
GUT_GENOME147598_02598	dctD	C4-dicarboxylate transport transcriptional regulatory protein DctD
GUT_GENOME147598_02599	pgtB	Phosphoglycerate transport system sensor protein PgtB
GUT_GENOME147598_02600	pgtC	Phosphoglycerate transport regulatory protein PgtC
GUT_GENOME147598_02601	pgtP	Phosphoglycerate transporter protein
GUT_GENOME147598_02602	ygaU	putative protein YgaU
GUT_GENOME147598_02603	NA	hypothetical protein
GUT_GENOME147598_02604	tenA_1	Aminopyrimidine aminohydrolase
GUT_GENOME147598_02605	NA	hypothetical protein
GUT_GENOME147598_02606	rbsK_4	Ribokinase
GUT_GENOME147598_02607	rbsB_4	Ribose import binding protein RbsB
GUT_GENOME147598_02608	rbsR_4	Ribose operon repressor
GUT_GENOME147598_02609	frcA	Fructose import ATP-binding protein FrcA
GUT_GENOME147598_02610	rbsC_9	Ribose import permease protein RbsC
GUT_GENOME147598_02611	opd	Parathion hydrolase
GUT_GENOME147598_02612	NA	hypothetical protein
GUT_GENOME147598_02613	dapE_1	putative succinyl-diaminopimelate desuccinylase
GUT_GENOME147598_02614	NA	hypothetical protein
GUT_GENOME147598_02615	attM	N-acyl homoserine lactonase AttM
GUT_GENOME147598_02616	dmlR_7	HTH-type transcriptional regulator DmlR
GUT_GENOME147598_02617	dmlR_8	HTH-type transcriptional regulator DmlR
GUT_GENOME147598_02618	NA	hypothetical protein
GUT_GENOME147598_02619	rhtB_2	Homoserine/homoserine lactone efflux protein
GUT_GENOME147598_02620	fruA_1	PTS system fructose-specific EIIB'BC component
GUT_GENOME147598_02621	manP	PTS system mannose-specific EIIBCA component
GUT_GENOME147598_02622	NA	IS5 family transposase IS903
GUT_GENOME147598_02623	mngA	PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component
GUT_GENOME147598_02624	alsE_2	D-allulose-6-phosphate 3-epimerase
GUT_GENOME147598_02625	ulaA_4	Ascorbate-specific PTS system EIIC component
GUT_GENOME147598_02626	ulaB_2	Ascorbate-specific PTS system EIIB component
GUT_GENOME147598_02627	ulaC_3	Ascorbate-specific PTS system EIIA component
GUT_GENOME147598_02628	gntR_1	HTH-type transcriptional regulator GntR
GUT_GENOME147598_02629	oxlT	Oxalate:formate antiporter
GUT_GENOME147598_02630	NA	hypothetical protein
GUT_GENOME147598_02631	NA	hypothetical protein
GUT_GENOME147598_02632	NA	hypothetical protein
GUT_GENOME147598_02633	NA	hypothetical protein
GUT_GENOME147598_02634	yjhB	Putative metabolite transport protein YjhB
GUT_GENOME147598_02635	NA	hypothetical protein
GUT_GENOME147598_02636	namA_2	NADPH dehydrogenase
GUT_GENOME147598_02637	NA	hypothetical protein
GUT_GENOME147598_02638	dmlR_9	HTH-type transcriptional regulator DmlR
GUT_GENOME147598_02639	NA	Nitronate monooxygenase
GUT_GENOME147598_02640	amaB_2	N-carbamoyl-L-amino acid hydrolase
GUT_GENOME147598_02641	pucG	(S)-ureidoglycine--glyoxylate transaminase
GUT_GENOME147598_02642	glnQ_4	Glutamine transport ATP-binding protein GlnQ
GUT_GENOME147598_02643	yecS_2	L-cystine transport system permease protein YecS
GUT_GENOME147598_02644	NA	hypothetical protein
GUT_GENOME147598_02645	fliY_2	L-cystine-binding protein FliY
GUT_GENOME147598_02646	NA	hypothetical protein
GUT_GENOME147598_02647	hpxW	Oxamate amidohydrolase proenzyme
GUT_GENOME147598_02648	NA	hypothetical protein
GUT_GENOME147598_02649	atzE	Biuret hydrolase
GUT_GENOME147598_02650	NA	hypothetical protein
GUT_GENOME147598_02651	phnO	Aminoalkylphosphonate N-acetyltransferase
GUT_GENOME147598_02652	asd_1	Aspartate-semialdehyde dehydrogenase
GUT_GENOME147598_02653	NA	hypothetical protein
GUT_GENOME147598_02654	emrA_1	Multidrug export protein EmrA
GUT_GENOME147598_02655	emrB_1	Multidrug export protein EmrB
GUT_GENOME147598_02656	fabF_2	3-oxoacyl-[acyl-carrier-protein] synthase 2
GUT_GENOME147598_02657	NA	hypothetical protein
GUT_GENOME147598_02658	NA	hypothetical protein
GUT_GENOME147598_02659	dmlR_10	HTH-type transcriptional regulator DmlR
GUT_GENOME147598_02660	NA	hypothetical protein
GUT_GENOME147598_02661	NA	hypothetical protein
GUT_GENOME147598_02662	nimR_3	HTH-type transcriptional regulator NimR
GUT_GENOME147598_02663	NA	hypothetical protein
GUT_GENOME147598_02664	NA	hypothetical protein
GUT_GENOME147598_02665	azoR1	FMN-dependent NADH-azoreductase 1
GUT_GENOME147598_02666	NA	hypothetical protein
GUT_GENOME147598_02667	cdhR_1	HTH-type transcriptional regulator CdhR
GUT_GENOME147598_02668	pspA_2	Phosphoserine phosphatase 1
GUT_GENOME147598_02669	nimR_4	HTH-type transcriptional regulator NimR
GUT_GENOME147598_02670	NA	hypothetical protein
GUT_GENOME147598_02671	NA	hypothetical protein
GUT_GENOME147598_02672	hyuA	Hydantoin racemase
GUT_GENOME147598_02673	NA	hypothetical protein
GUT_GENOME147598_02674	pucI	putative allantoin permease
GUT_GENOME147598_02675	guaD_1	Guanine deaminase
GUT_GENOME147598_02676	dgcM	Diguanylate cyclase DgcM
GUT_GENOME147598_02677	NA	hypothetical protein
GUT_GENOME147598_02678	iolE_4	Inosose dehydratase
GUT_GENOME147598_02679	ntdC	Glucose-6-phosphate 3-dehydrogenase
GUT_GENOME147598_02680	NA	hypothetical protein
GUT_GENOME147598_02681	NA	hypothetical protein
GUT_GENOME147598_02682	tenA_2	Aminopyrimidine aminohydrolase
GUT_GENOME147598_02683	ssuB_2	Aliphatic sulfonates import ATP-binding protein SsuB
GUT_GENOME147598_02684	ribX_1	Riboflavin transport system permease protein RibX
GUT_GENOME147598_02685	NA	Putative thiamine biosynthesis protein
GUT_GENOME147598_02686	dat	Diaminobutyrate--2-oxoglutarate aminotransferase
GUT_GENOME147598_02687	ddc	L-2%2C4-diaminobutyrate decarboxylase
GUT_GENOME147598_02688	yofA_1	HTH-type transcriptional regulator YofA
GUT_GENOME147598_02689	dipZ	Protein DipZ
GUT_GENOME147598_02690	rcsC_2	Sensor histidine kinase RcsC
GUT_GENOME147598_02691	ompR_2	Transcriptional regulatory protein OmpR
GUT_GENOME147598_02692	dhmA	Haloalkane dehalogenase
GUT_GENOME147598_02693	NA	hypothetical protein
GUT_GENOME147598_02694	pqqB	Coenzyme PQQ synthesis protein B
GUT_GENOME147598_02695	pqqC	Pyrroloquinoline-quinone synthase
GUT_GENOME147598_02696	pqqD	Coenzyme PQQ synthesis protein D
GUT_GENOME147598_02697	pqqE	Coenzyme PQQ synthesis protein E
GUT_GENOME147598_02698	NA	hypothetical protein
GUT_GENOME147598_02699	ipuF	Gamma-glutamyl-L-1-hydroxyisopropylamide hydrolase
GUT_GENOME147598_02700	mrdA_2	Peptidoglycan D%2CD-transpeptidase MrdA
GUT_GENOME147598_02701	NA	hypothetical protein
GUT_GENOME147598_02702	NA	hypothetical protein
GUT_GENOME147598_02703	dmlR_11	HTH-type transcriptional regulator DmlR
GUT_GENOME147598_02704	katG	Catalase-peroxidase
GUT_GENOME147598_02705	zapE_1	Cell division protein ZapE
GUT_GENOME147598_02706	mgtC	Protein MgtC
GUT_GENOME147598_02707	ydjE_3	Inner membrane metabolite transport protein YdjE
GUT_GENOME147598_02708	oxyR_4	Hydrogen peroxide-inducible genes activator
GUT_GENOME147598_02709	ydeP	Protein YdeP
GUT_GENOME147598_02710	NA	hypothetical protein
GUT_GENOME147598_02711	fieF_2	Ferrous-iron efflux pump FieF
GUT_GENOME147598_02712	fliY_3	L-cystine-binding protein FliY
GUT_GENOME147598_02713	NA	hypothetical protein
GUT_GENOME147598_02714	osmC	Peroxiredoxin OsmC
GUT_GENOME147598_02715	NA	hypothetical protein
GUT_GENOME147598_02716	ygiW_1	Protein YgiW
GUT_GENOME147598_02717	NA	IS5 family transposase ISKpn26
GUT_GENOME147598_02718	yghA	putative oxidoreductase YghA
GUT_GENOME147598_02719	NA	hypothetical protein
GUT_GENOME147598_02720	dmlR_12	HTH-type transcriptional regulator DmlR
GUT_GENOME147598_02721	NA	hypothetical protein
GUT_GENOME147598_02722	sra	Stationary-phase-induced ribosome-associated protein
GUT_GENOME147598_02723	maeA	NAD-dependent malic enzyme
GUT_GENOME147598_02724	NA	hypothetical protein
GUT_GENOME147598_02725	yheS_1	putative ABC transporter ATP-binding protein YheS
GUT_GENOME147598_02726	NA	hypothetical protein
GUT_GENOME147598_02727	ppa_2	Inorganic pyrophosphatase
GUT_GENOME147598_02728	adhP	Alcohol dehydrogenase%2C propanol-preferring
GUT_GENOME147598_02729	NA	hypothetical protein
GUT_GENOME147598_02730	gsiC_2	Glutathione transport system permease protein GsiC
GUT_GENOME147598_02731	ddpC_2	putative D%2CD-dipeptide transport system permease protein DdpC
GUT_GENOME147598_02732	gsiA_2	Glutathione import ATP-binding protein GsiA
GUT_GENOME147598_02733	luxA	Alkanal monooxygenase alpha chain
GUT_GENOME147598_02734	NA	hypothetical protein
GUT_GENOME147598_02735	araJ	Putative transporter AraJ
GUT_GENOME147598_02736	NA	hypothetical protein
GUT_GENOME147598_02737	NA	Polyphosphate:ADP phosphotransferase 3
GUT_GENOME147598_02738	fdnI	Formate dehydrogenase%2C nitrate-inducible%2C cytochrome b556(Fdn) subunit
GUT_GENOME147598_02739	fdnH	Formate dehydrogenase%2C nitrate-inducible%2C iron-sulfur subunit
GUT_GENOME147598_02740	fdnG_1	Formate dehydrogenase%2C nitrate-inducible%2C major subunit
GUT_GENOME147598_02741	fdnG_2	Formate dehydrogenase%2C nitrate-inducible%2C major subunit
GUT_GENOME147598_02742	yddG	Aromatic amino acid exporter YddG
GUT_GENOME147598_02743	lvr	Levodione reductase
GUT_GENOME147598_02744	benC	Benzoate 1%2C2-dioxygenase electron transfer component
GUT_GENOME147598_02745	cbdB	2-halobenzoate 1%2C2-dioxygenase small subunit
GUT_GENOME147598_02746	cbdA	2-halobenzoate 1%2C2-dioxygenase large subunit
GUT_GENOME147598_02747	catA	Catechol 1%2C2-dioxygenase
GUT_GENOME147598_02748	catC	Muconolactone Delta-isomerase
GUT_GENOME147598_02749	catB	Muconate cycloisomerase 1
GUT_GENOME147598_02750	pcaR_3	Pca regulon regulatory protein
GUT_GENOME147598_02751	smvA	Methyl viologen resistance protein SmvA
GUT_GENOME147598_02752	NA	hypothetical protein
GUT_GENOME147598_02753	narU	Nitrate/nitrite transporter NarU
GUT_GENOME147598_02754	narZ	Respiratory nitrate reductase 2 alpha chain
GUT_GENOME147598_02755	narY	Respiratory nitrate reductase 2 beta chain
GUT_GENOME147598_02756	narW	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
GUT_GENOME147598_02757	narV	Respiratory nitrate reductase 2 gamma chain
GUT_GENOME147598_02758	nhoA	N-hydroxyarylamine O-acetyltransferase
GUT_GENOME147598_02759	NA	hypothetical protein
GUT_GENOME147598_02760	NA	hypothetical protein
GUT_GENOME147598_02761	malK_3	Maltose/maltodextrin import ATP-binding protein MalK
GUT_GENOME147598_02762	NA	hypothetical protein
GUT_GENOME147598_02763	rhaS_9	HTH-type transcriptional activator RhaS
GUT_GENOME147598_02764	NA	hypothetical protein
GUT_GENOME147598_02765	xylP	Isoprimeverose transporter
GUT_GENOME147598_02766	scrY_2	Sucrose porin
GUT_GENOME147598_02767	pptA	Tautomerase PptA
GUT_GENOME147598_02768	gstB_3	Glutathione S-transferase GST-6.0
GUT_GENOME147598_02769	NA	hypothetical protein
GUT_GENOME147598_02770	glnQ_5	Glutamine transport ATP-binding protein GlnQ
GUT_GENOME147598_02771	NA	hypothetical protein
GUT_GENOME147598_02772	NA	hypothetical protein
GUT_GENOME147598_02773	NA	hypothetical protein
GUT_GENOME147598_02774	moxC	Putative monooxygenase MoxC
GUT_GENOME147598_02775	yxeP	putative hydrolase YxeP
GUT_GENOME147598_02776	NA	hypothetical protein
GUT_GENOME147598_02777	NA	hypothetical protein
GUT_GENOME147598_02778	pgrR_7	HTH-type transcriptional regulator PgrR
GUT_GENOME147598_02779	ansP2	L-asparagine permease 2
GUT_GENOME147598_02780	ygdR_2	putative lipoprotein YgdR
GUT_GENOME147598_02781	yncE_2	putative protein YncE
GUT_GENOME147598_02782	fecA	Fe(3+) dicitrate transport protein FecA
GUT_GENOME147598_02783	nfdA_2	N-substituted formamide deformylase
GUT_GENOME147598_02784	NA	hypothetical protein
GUT_GENOME147598_02785	rihA	Pyrimidine-specific ribonucleoside hydrolase RihA
GUT_GENOME147598_02786	curA	NADPH-dependent curcumin reductase
GUT_GENOME147598_02787	NA	hypothetical protein
GUT_GENOME147598_02788	mnaT	L-amino acid N-acyltransferase MnaT
GUT_GENOME147598_02789	ydcZ	Inner membrane protein YdcZ
GUT_GENOME147598_02790	ydcY	putative protein YdcY
GUT_GENOME147598_02791	dppA_1	Periplasmic dipeptide transport protein
GUT_GENOME147598_02792	vdh	Vanillin dehydrogenase
GUT_GENOME147598_02793	menH_1	2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase
GUT_GENOME147598_02794	ortT	Orphan toxin OrtT
GUT_GENOME147598_02795	NA	hypothetical protein
GUT_GENOME147598_02796	NA	hypothetical protein
GUT_GENOME147598_02797	prr	Gamma-aminobutyraldehyde dehydrogenase
GUT_GENOME147598_02798	ydcV_3	Inner membrane ABC transporter permease protein YdcV
GUT_GENOME147598_02799	ydcU	Inner membrane ABC transporter permease protein YdcU
GUT_GENOME147598_02800	potA_3	Spermidine/putrescine import ATP-binding protein PotA
GUT_GENOME147598_02801	spuE	Spermidine-binding periplasmic protein SpuE
GUT_GENOME147598_02802	lysN_1	2-aminoadipate transaminase
GUT_GENOME147598_02803	NA	hypothetical protein
GUT_GENOME147598_02804	NA	hypothetical protein
GUT_GENOME147598_02805	cydB_3	Cytochrome bd-I ubiquinol oxidase subunit 2
GUT_GENOME147598_02806	NA	hypothetical protein
GUT_GENOME147598_02807	NA	hypothetical protein
GUT_GENOME147598_02808	NA	hypothetical protein
GUT_GENOME147598_02809	ydcP_1	putative protease YdcP
GUT_GENOME147598_02810	sutR_2	HTH-type transcriptional regulator SutR
GUT_GENOME147598_02811	ydcO	Inner membrane protein YdcO
GUT_GENOME147598_02812	rhaR_5	HTH-type transcriptional activator RhaR
GUT_GENOME147598_02813	NA	hypothetical protein
GUT_GENOME147598_02814	NA	hypothetical protein
GUT_GENOME147598_02815	tehB	Tellurite methyltransferase
GUT_GENOME147598_02816	tehA	Tellurite resistance protein TehA
GUT_GENOME147598_02817	glgC_1	Glucose-1-phosphate adenylyltransferase
GUT_GENOME147598_02818	rimL	Ribosomal-protein-serine acetyltransferase
GUT_GENOME147598_02819	mdoD	Glucans biosynthesis protein D
GUT_GENOME147598_02820	xylB_2	Aryl-alcohol dehydrogenase
GUT_GENOME147598_02821	pnbA	Para-nitrobenzyl esterase
GUT_GENOME147598_02822	NA	putative protein
GUT_GENOME147598_02823	pcaH	Protocatechuate 3%2C4-dioxygenase beta chain
GUT_GENOME147598_02824	pcaG	Protocatechuate 3%2C4-dioxygenase alpha chain
GUT_GENOME147598_02825	gbpR	HTH-type transcriptional regulator GbpR
GUT_GENOME147598_02826	quiA	Quinate/shikimate dehydrogenase (quinone)
GUT_GENOME147598_02827	frmA	S-(hydroxymethyl)glutathione dehydrogenase
GUT_GENOME147598_02828	frmR	Transcriptional repressor FrmR
GUT_GENOME147598_02829	cybB	Cytochrome b561
GUT_GENOME147598_02830	NA	hypothetical protein
GUT_GENOME147598_02831	NA	hypothetical protein
GUT_GENOME147598_02832	NA	hypothetical protein
GUT_GENOME147598_02833	NA	putative transporter
GUT_GENOME147598_02834	NA	Aminodeoxyfutalosine deaminase
GUT_GENOME147598_02835	ydgJ_2	putative oxidoreductase YdgJ
GUT_GENOME147598_02836	bglC	Aryl-phospho-beta-D-glucosidase BglC
GUT_GENOME147598_02837	ydgT	Transcription modulator YdgT
GUT_GENOME147598_02838	ydgK	Inner membrane protein YdgK
GUT_GENOME147598_02839	rsxA	Electron transport complex subunit RsxA
GUT_GENOME147598_02840	rsxB	Electron transport complex subunit RsxB
GUT_GENOME147598_02841	rsxC_1	Electron transport complex subunit RsxC
GUT_GENOME147598_02842	rsxD	Electron transport complex subunit RsxD
GUT_GENOME147598_02843	rsxG	Electron transport complex subunit RsxG
GUT_GENOME147598_02844	rsxE	Electron transport complex subunit RsxE
GUT_GENOME147598_02845	nth	Endonuclease III
GUT_GENOME147598_02846	NA	hypothetical protein
GUT_GENOME147598_02847	dtpA	Dipeptide and tripeptide permease A
GUT_GENOME147598_02848	gstA	Glutathione S-transferase GstA
GUT_GENOME147598_02849	pdxY	Pyridoxal kinase PdxY
GUT_GENOME147598_02850	tyrS	Tyrosine--tRNA ligase
GUT_GENOME147598_02851	pdxH	Pyridoxine/pyridoxamine 5'-phosphate oxidase
GUT_GENOME147598_02852	mliC	Membrane-bound lysozyme inhibitor of C-type lysozyme
GUT_GENOME147598_02853	anmK	Anhydro-N-acetylmuramic acid kinase
GUT_GENOME147598_02854	slyB	Outer membrane lipoprotein SlyB
GUT_GENOME147598_02855	NA	hypothetical protein
GUT_GENOME147598_02856	slyA_3	Transcriptional regulator SlyA
GUT_GENOME147598_02857	NA	hypothetical protein
GUT_GENOME147598_02858	aaeA_1	p-hydroxybenzoic acid efflux pump subunit AaeA
GUT_GENOME147598_02859	aaeB_1	p-hydroxybenzoic acid efflux pump subunit AaeB
GUT_GENOME147598_02860	sodC	Superoxide dismutase [Cu-Zn]
GUT_GENOME147598_02861	ydhF	Oxidoreductase YdhF
GUT_GENOME147598_02862	NA	hypothetical protein
GUT_GENOME147598_02863	nemR	HTH-type transcriptional repressor NemR
GUT_GENOME147598_02864	nemA	N-ethylmaleimide reductase
GUT_GENOME147598_02865	gloA	Lactoylglutathione lyase
GUT_GENOME147598_02866	rnt	Ribonuclease T
GUT_GENOME147598_02867	grxD	Glutaredoxin 4
GUT_GENOME147598_02868	mepH	Murein DD-endopeptidase MepH
GUT_GENOME147598_02869	rhaS_10	HTH-type transcriptional activator RhaS
GUT_GENOME147598_02870	sodB	Superoxide dismutase [Fe]
GUT_GENOME147598_02871	ydhP_2	Inner membrane transport protein YdhP
GUT_GENOME147598_02872	NA	hypothetical protein
GUT_GENOME147598_02873	purR_1	HTH-type transcriptional repressor PurR
GUT_GENOME147598_02874	yahB	putative HTH-type transcriptional regulator YahB
GUT_GENOME147598_02875	ydhC	Inner membrane transport protein YdhC
GUT_GENOME147598_02876	cfa	Cyclopropane-fatty-acyl-phospholipid synthase
GUT_GENOME147598_02877	ribC	Riboflavin synthase
GUT_GENOME147598_02878	mdtK	Multidrug resistance protein MdtK
GUT_GENOME147598_02879	asr	Acid shock protein
GUT_GENOME147598_02880	yvdD	LOG family protein YvdD
GUT_GENOME147598_02881	NA	tRNA-Val(gac)
GUT_GENOME147598_02882	NA	tRNA-Val(gac)
GUT_GENOME147598_02883	NA	tRNA-Val(gac)
GUT_GENOME147598_02884	gcvA_3	Glycine cleavage system transcriptional activator
GUT_GENOME147598_02885	NA	hypothetical protein
GUT_GENOME147598_02886	NA	hypothetical protein
GUT_GENOME147598_02887	NA	hypothetical protein
GUT_GENOME147598_02888	NA	hypothetical protein
