	ID	Name	Product
2856	GUT_GENOME144544_02856	NA	hypothetical protein
2857	GUT_GENOME144544_02857	NA	hypothetical protein
2858	GUT_GENOME144544_02858	yehL_2	putative protein YehL
2859	GUT_GENOME144544_02859	NA	hypothetical protein
2860	GUT_GENOME144544_02860	NA	hypothetical protein
2861	GUT_GENOME144544_02861	NA	hypothetical protein
2862	GUT_GENOME144544_02862	NA	hypothetical protein
2863	GUT_GENOME144544_02863	yhcH	putative protein YhcH
2864	GUT_GENOME144544_02864	nanK	N-acetylmannosamine kinase
2865	GUT_GENOME144544_02865	nanE	Putative N-acetylmannosamine-6-phosphate 2-epimerase
2866	GUT_GENOME144544_02866	nanT	Sialic acid transporter NanT
2867	GUT_GENOME144544_02867	nanA	N-acetylneuraminate lyase
2868	GUT_GENOME144544_02868	nanR_1	HTH-type transcriptional repressor NanR
2869	GUT_GENOME144544_02869	dcuD_1	Putative cryptic C4-dicarboxylate transporter DcuD
2870	GUT_GENOME144544_02870	sspB	Stringent starvation protein B
2871	GUT_GENOME144544_02871	sspA	Stringent starvation protein A
2872	GUT_GENOME144544_02872	rpsI	30S ribosomal protein S9
2873	GUT_GENOME144544_02873	rplM	50S ribosomal protein L13
2874	GUT_GENOME144544_02874	zapE	Cell division protein ZapE
2875	GUT_GENOME144544_02875	yhcB	Inner membrane protein YhcB
2876	GUT_GENOME144544_02876	degQ	Periplasmic pH-dependent serine endoprotease DegQ
2877	GUT_GENOME144544_02877	degS	Serine endoprotease DegS
2878	GUT_GENOME144544_02878	mdh_2	Malate dehydrogenase
2879	GUT_GENOME144544_02879	argR	Arginine repressor
2880	GUT_GENOME144544_02880	bhsA_4	Multiple stress resistance protein BhsA
2881	GUT_GENOME144544_02881	yhcO	putative protein YhcO
2882	GUT_GENOME144544_02882	aaeB_2	p-hydroxybenzoic acid efflux pump subunit AaeB
2883	GUT_GENOME144544_02883	aaeA_2	p-hydroxybenzoic acid efflux pump subunit AaeA
2884	GUT_GENOME144544_02884	aaeX	Protein AaeX
2885	GUT_GENOME144544_02885	dmlR_4	HTH-type transcriptional regulator DmlR
2886	GUT_GENOME144544_02886	tldD	Metalloprotease TldD
2887	GUT_GENOME144544_02887	NA	hypothetical protein
2888	GUT_GENOME144544_02888	rng	Ribonuclease G
2889	GUT_GENOME144544_02889	yhdE	Maf-like protein YhdE
2890	GUT_GENOME144544_02890	mreD	Rod shape-determining protein MreD
2891	GUT_GENOME144544_02891	mreC	Cell shape-determining protein MreC
2892	GUT_GENOME144544_02892	mreB	Rod shape-determining protein MreB
2893	GUT_GENOME144544_02893	csrD	RNase E specificity factor CsrD
2894	GUT_GENOME144544_02894	acuI	putative acrylyl-CoA reductase AcuI
2895	GUT_GENOME144544_02895	accB	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
2896	GUT_GENOME144544_02896	accC	Biotin carboxylase
2897	GUT_GENOME144544_02897	yhdT	putative membrane protein YhdT
2898	GUT_GENOME144544_02898	panF	Sodium/pantothenate symporter
2899	GUT_GENOME144544_02899	prmA	Ribosomal protein L11 methyltransferase
2900	GUT_GENOME144544_02900	dus	putative tRNA-dihydrouridine synthase
2901	GUT_GENOME144544_02901	fis	DNA-binding protein Fis
2902	GUT_GENOME144544_02902	yhdJ_1	DNA adenine methyltransferase YhdJ
2903	GUT_GENOME144544_02903	NA	hypothetical protein
2904	GUT_GENOME144544_02904	acrR_1	HTH-type transcriptional regulator AcrR
2905	GUT_GENOME144544_02905	acrE	Multidrug export protein AcrE
2906	GUT_GENOME144544_02906	acrF	Multidrug export protein AcrF
2907	GUT_GENOME144544_02907	NA	hypothetical protein
2908	GUT_GENOME144544_02908	NA	hypothetical protein
2909	GUT_GENOME144544_02909	yhdW	Putative amino-acid ABC transporter-binding protein YhdW
2910	GUT_GENOME144544_02910	NA	hypothetical protein
2911	GUT_GENOME144544_02911	yhdY	Inner membrane amino-acid ABC transporter permease protein YhdY
2912	GUT_GENOME144544_02912	glnQ_2	Glutamine transport ATP-binding protein GlnQ
2913	GUT_GENOME144544_02913	NA	5S ribosomal RNA
2914	GUT_GENOME144544_02914	NA	tRNA-Thr(ggt)
2915	GUT_GENOME144544_02915	NA	5S ribosomal RNA
2916	GUT_GENOME144544_02916	NA	23S ribosomal RNA
2917	GUT_GENOME144544_02917	NA	tRNA-Ala(tgc)
2918	GUT_GENOME144544_02918	NA	tRNA-Ile(gat)
2919	GUT_GENOME144544_02919	NA	16S ribosomal RNA
2920	GUT_GENOME144544_02920	yrdA_1	Protein YrdA
2921	GUT_GENOME144544_02921	NA	hypothetical protein
2922	GUT_GENOME144544_02922	aroE	Shikimate dehydrogenase (NADP(+))
2923	GUT_GENOME144544_02923	tsaC	Threonylcarbamoyl-AMP synthase
2924	GUT_GENOME144544_02924	topA_2	DNA topoisomerase 1
2925	GUT_GENOME144544_02925	smg	Protein Smg
2926	GUT_GENOME144544_02926	NA	hypothetical protein
2927	GUT_GENOME144544_02927	def	Peptide deformylase
2928	GUT_GENOME144544_02928	fmt	Methionyl-tRNA formyltransferase
2929	GUT_GENOME144544_02929	rsmB	Ribosomal RNA small subunit methyltransferase B
2930	GUT_GENOME144544_02930	trkA	Trk system potassium uptake protein TrkA
2931	GUT_GENOME144544_02931	mscL	Large-conductance mechanosensitive channel
2932	GUT_GENOME144544_02932	arfA	Alternative ribosome-rescue factor A
2933	GUT_GENOME144544_02933	zntR	HTH-type transcriptional regulator ZntR
2934	GUT_GENOME144544_02934	NA	hypothetical protein
2935	GUT_GENOME144544_02935	rplQ	50S ribosomal protein L17
2936	GUT_GENOME144544_02936	rpoA	DNA-directed RNA polymerase subunit alpha
2937	GUT_GENOME144544_02937	rpsD	30S ribosomal protein S4
2938	GUT_GENOME144544_02938	rpsK	30S ribosomal protein S11
2939	GUT_GENOME144544_02939	rpsM	30S ribosomal protein S13
2940	GUT_GENOME144544_02940	rpmJ	50S ribosomal protein L36
2941	GUT_GENOME144544_02941	secY	Protein translocase subunit SecY
2942	GUT_GENOME144544_02942	rplO	50S ribosomal protein L15
2943	GUT_GENOME144544_02943	rpmD	50S ribosomal protein L30
2944	GUT_GENOME144544_02944	rpsE	30S ribosomal protein S5
2945	GUT_GENOME144544_02945	rplR	50S ribosomal protein L18
2946	GUT_GENOME144544_02946	rplF	50S ribosomal protein L6
2947	GUT_GENOME144544_02947	rpsH	30S ribosomal protein S8
2948	GUT_GENOME144544_02948	rpsN	30S ribosomal protein S14
2949	GUT_GENOME144544_02949	rplE	50S ribosomal protein L5
2950	GUT_GENOME144544_02950	rplX	50S ribosomal protein L24
2951	GUT_GENOME144544_02951	rplN	50S ribosomal protein L14
2952	GUT_GENOME144544_02952	rpsQ	30S ribosomal protein S17
2953	GUT_GENOME144544_02953	rpmC	50S ribosomal protein L29
2954	GUT_GENOME144544_02954	rplP	50S ribosomal protein L16
2955	GUT_GENOME144544_02955	rpsC	30S ribosomal protein S3
2956	GUT_GENOME144544_02956	rplV	50S ribosomal protein L22
2957	GUT_GENOME144544_02957	rpsS	30S ribosomal protein S19
2958	GUT_GENOME144544_02958	rplB	50S ribosomal protein L2
2959	GUT_GENOME144544_02959	rplW	50S ribosomal protein L23
2960	GUT_GENOME144544_02960	rplD	50S ribosomal protein L4
2961	GUT_GENOME144544_02961	rplC	50S ribosomal protein L3
2962	GUT_GENOME144544_02962	rpsJ	30S ribosomal protein S10
2963	GUT_GENOME144544_02963	NA	hypothetical protein
2964	GUT_GENOME144544_02964	bfr	Bacterioferritin
2965	GUT_GENOME144544_02965	bfd	Bacterioferritin-associated ferredoxin
2966	GUT_GENOME144544_02966	tufA	Elongation factor Tu 1
2967	GUT_GENOME144544_02967	fusA	Elongation factor G
2968	GUT_GENOME144544_02968	rpsG	30S ribosomal protein S7
2969	GUT_GENOME144544_02969	rpsL	30S ribosomal protein S12
2970	GUT_GENOME144544_02970	tusB	Protein TusB
2971	GUT_GENOME144544_02971	tusC	Protein TusC
2972	GUT_GENOME144544_02972	tusD	Sulfurtransferase TusD
2973	GUT_GENOME144544_02973	dauR	Transcriptional regulator DauR
2974	GUT_GENOME144544_02974	fkpA	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
2975	GUT_GENOME144544_02975	slyX	Protein SlyX 
2976	GUT_GENOME144544_02976	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
2977	GUT_GENOME144544_02977	NA	hypothetical protein
2978	GUT_GENOME144544_02978	kefC_1	Glutathione-regulated potassium-efflux system protein KefC
2979	GUT_GENOME144544_02979	ywrO	General stress protein 14
2980	GUT_GENOME144544_02980	yheS	putative ABC transporter ATP-binding protein YheS
2981	GUT_GENOME144544_02981	NA	hypothetical protein
2982	GUT_GENOME144544_02982	NA	hypothetical protein
2983	GUT_GENOME144544_02983	cfxP	Phosphoribulokinase%2C plasmid
2984	GUT_GENOME144544_02984	yhfA	Protein YhfA
2985	GUT_GENOME144544_02985	crp	cAMP-activated global transcriptional regulator CRP
2986	GUT_GENOME144544_02986	NA	hypothetical protein
2987	GUT_GENOME144544_02987	argD	Acetylornithine/succinyldiaminopimelate aminotransferase
2988	GUT_GENOME144544_02988	pabA	Aminodeoxychorismate synthase component 2
2989	GUT_GENOME144544_02989	fic	putative adenosine monophosphate-protein transferase fic
2990	GUT_GENOME144544_02990	yhfG	putative protein YhfG
2991	GUT_GENOME144544_02991	ppiA	Peptidyl-prolyl cis-trans isomerase A
2992	GUT_GENOME144544_02992	tsgA	Protein TsgA
2993	GUT_GENOME144544_02993	nasD	Nitrite reductase [NAD(P)H]
2994	GUT_GENOME144544_02994	nirD	Nitrite reductase (NADH) small subunit
2995	GUT_GENOME144544_02995	nirC	Nitrite transporter NirC
2996	GUT_GENOME144544_02996	cysG	Siroheme synthase
2997	GUT_GENOME144544_02997	NA	hypothetical protein
2998	GUT_GENOME144544_02998	yhfS	putative protein YhfS
2999	GUT_GENOME144544_02999	NA	hypothetical protein
3000	GUT_GENOME144544_03000	NA	hypothetical protein
3001	GUT_GENOME144544_03001	php	Phosphotriesterase homology protein
3002	GUT_GENOME144544_03002	deoB_1	Phosphopentomutase
3003	GUT_GENOME144544_03003	yhfX	putative protein YhfX
3004	GUT_GENOME144544_03004	NA	hypothetical protein
3005	GUT_GENOME144544_03005	NA	hypothetical protein
3006	GUT_GENOME144544_03006	trpS	Tryptophan--tRNA ligase
3007	GUT_GENOME144544_03007	gph	Phosphoglycolate phosphatase
3008	GUT_GENOME144544_03008	rpe	Ribulose-phosphate 3-epimerase
3009	GUT_GENOME144544_03009	dam_2	DNA adenine methylase
3010	GUT_GENOME144544_03010	damX	Cell division protein DamX
3011	GUT_GENOME144544_03011	aroB	3-dehydroquinate synthase
3012	GUT_GENOME144544_03012	aroK	Shikimate kinase 1
3013	GUT_GENOME144544_03013	pilQ	Type IV pilus biogenesis and competence protein PilQ
3014	GUT_GENOME144544_03014	NA	hypothetical protein
3015	GUT_GENOME144544_03015	NA	hypothetical protein
3016	GUT_GENOME144544_03016	NA	hypothetical protein
3017	GUT_GENOME144544_03017	NA	hypothetical protein
3018	GUT_GENOME144544_03018	mrcA	Penicillin-binding protein 1A
3019	GUT_GENOME144544_03019	nudE	ADP compounds hydrolase NudE
3020	GUT_GENOME144544_03020	yrfF	Putative membrane protein IgaA 
3021	GUT_GENOME144544_03021	yrfG	GMP/IMP nucleotidase YrfG
3022	GUT_GENOME144544_03022	hslR	Heat shock protein 15
3023	GUT_GENOME144544_03023	hslO	33 kDa chaperonin
3024	GUT_GENOME144544_03024	NA	hypothetical protein
3025	GUT_GENOME144544_03025	pckA	Phosphoenolpyruvate carboxykinase (ATP)
3026	GUT_GENOME144544_03026	higB-2	Toxin HigB-2
3027	GUT_GENOME144544_03027	NA	hypothetical protein
3028	GUT_GENOME144544_03028	envZ	Osmolarity sensor protein EnvZ
3029	GUT_GENOME144544_03029	ompR	Transcriptional regulatory protein OmpR
3030	GUT_GENOME144544_03030	greB	Transcription elongation factor GreB
3031	GUT_GENOME144544_03031	yhgF	Protein YhgF
3032	GUT_GENOME144544_03032	feoA	Fe(2+) transport protein A
3033	GUT_GENOME144544_03033	feoB	Fe(2+) transporter FeoB
3034	GUT_GENOME144544_03034	feoC	putative [Fe-S]-dependent transcriptional repressor FeoC
3035	GUT_GENOME144544_03035	NA	ISNCY family transposase ISVsa17
3036	GUT_GENOME144544_03036	bioH	Pimeloyl-[acyl-carrier protein] methyl ester esterase
3037	GUT_GENOME144544_03037	NA	hypothetical protein
3038	GUT_GENOME144544_03038	nfuA	Fe/S biogenesis protein NfuA
3039	GUT_GENOME144544_03039	gntT	High-affinity gluconate transporter
3040	GUT_GENOME144544_03040	malQ	4-alpha-glucanotransferase
3041	GUT_GENOME144544_03041	malP_1	Maltodextrin phosphorylase
3042	GUT_GENOME144544_03042	malT	HTH-type transcriptional regulator MalT
3043	GUT_GENOME144544_03043	rtcA	RNA 3'-terminal phosphate cyclase
3044	GUT_GENOME144544_03044	rtcB_1	RNA-splicing ligase RtcB
3045	GUT_GENOME144544_03045	norR_3	Anaerobic nitric oxide reductase transcription regulator NorR
3046	GUT_GENOME144544_03046	glpR_1	Glycerol-3-phosphate regulon repressor
3047	GUT_GENOME144544_03047	glpG	Rhomboid protease GlpG
3048	GUT_GENOME144544_03048	glpE	Thiosulfate sulfurtransferase GlpE
3049	GUT_GENOME144544_03049	glpD	Aerobic glycerol-3-phosphate dehydrogenase
3050	GUT_GENOME144544_03050	NA	hypothetical protein
3051	GUT_GENOME144544_03051	NA	hypothetical protein
3052	GUT_GENOME144544_03052	NA	hypothetical protein
3053	GUT_GENOME144544_03053	malP_2	Maltodextrin phosphorylase
3054	GUT_GENOME144544_03054	glgA	Glycogen synthase
3055	GUT_GENOME144544_03055	glgC	Glucose-1-phosphate adenylyltransferase
3056	GUT_GENOME144544_03056	glgX	Glycogen debranching enzyme
3057	GUT_GENOME144544_03057	glgB	1%2C4-alpha-glucan branching enzyme GlgB
3058	GUT_GENOME144544_03058	asd	Aspartate-semialdehyde dehydrogenase
3059	GUT_GENOME144544_03059	NA	hypothetical protein
3060	GUT_GENOME144544_03060	NA	hypothetical protein
3061	GUT_GENOME144544_03061	rhlE_2	ATP-dependent RNA helicase RhlE
3062	GUT_GENOME144544_03062	gntU	Low-affinity gluconate transporter
3063	GUT_GENOME144544_03063	gntK_1	Thermoresistant gluconokinase
3064	GUT_GENOME144544_03064	gntR_1	HTH-type transcriptional regulator GntR
3065	GUT_GENOME144544_03065	yhhW	Quercetin 2%2C3-dioxygenase
3066	GUT_GENOME144544_03066	yhhX	putative oxidoreductase YhhX
3067	GUT_GENOME144544_03067	aaaT	L-amino acid N-acetyltransferase AaaT
3068	GUT_GENOME144544_03068	ggt	Glutathione hydrolase proenzyme
3069	GUT_GENOME144544_03069	yhhA	putative protein YhhA
3070	GUT_GENOME144544_03070	ugpQ	Glycerophosphodiester phosphodiesterase%2C cytoplasmic
3071	GUT_GENOME144544_03071	ugpC	sn-glycerol-3-phosphate import ATP-binding protein UgpC
3072	GUT_GENOME144544_03072	lacG	Lactose transport system permease protein LacG
3073	GUT_GENOME144544_03073	ugpA	sn-glycerol-3-phosphate transport system permease protein UgpA
3074	GUT_GENOME144544_03074	ugpB	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
3075	GUT_GENOME144544_03075	livF	High-affinity branched-chain amino acid transport ATP-binding protein LivF
3076	GUT_GENOME144544_03076	lptB_2	Lipopolysaccharide export system ATP-binding protein LptB
3077	GUT_GENOME144544_03077	NA	hypothetical protein
3078	GUT_GENOME144544_03078	livH	High-affinity branched-chain amino acid transport system permease protein LivH
3079	GUT_GENOME144544_03079	livK	Leucine-specific-binding protein
3080	GUT_GENOME144544_03080	panZ	PanD regulatory factor
3081	GUT_GENOME144544_03081	livJ	Leu/Ile/Val-binding protein
3082	GUT_GENOME144544_03082	rpoH	RNA polymerase sigma factor RpoH
3083	GUT_GENOME144544_03083	ftsX	Cell division protein FtsX
3084	GUT_GENOME144544_03084	ftsE	Cell division ATP-binding protein FtsE
3085	GUT_GENOME144544_03085	ftsY	Signal recognition particle receptor FtsY
3086	GUT_GENOME144544_03086	rsmD	Ribosomal RNA small subunit methyltransferase D
3087	GUT_GENOME144544_03087	NA	hypothetical protein
3088	GUT_GENOME144544_03088	NA	hypothetical protein
3089	GUT_GENOME144544_03089	NA	hypothetical protein
3090	GUT_GENOME144544_03090	zntA	Zinc/cadmium/lead-transporting P-type ATPase
3091	GUT_GENOME144544_03091	tusA	Sulfur carrier protein TusA
3092	GUT_GENOME144544_03092	yhhQ	Queuosine precursor transporter
3093	GUT_GENOME144544_03093	NA	hypothetical protein
3094	GUT_GENOME144544_03094	yhhS	putative MFS-type transporter YhhS
3095	GUT_GENOME144544_03095	yhhT_2	Putative transport protein YhhT
3096	GUT_GENOME144544_03096	NA	hypothetical protein
3097	GUT_GENOME144544_03097	NA	hypothetical protein
3098	GUT_GENOME144544_03098	nikA	Nickel-binding periplasmic protein
3099	GUT_GENOME144544_03099	nikB	Nickel transport system permease protein NikB
3100	GUT_GENOME144544_03100	nikC	Nickel transport system permease protein NikC
3101	GUT_GENOME144544_03101	nikD	Nickel import ATP-binding protein NikD
3102	GUT_GENOME144544_03102	nikE	Nickel import ATP-binding protein NikE
3103	GUT_GENOME144544_03103	nikR	Nickel-responsive regulator
3104	GUT_GENOME144544_03104	mngR_2	Mannosyl-D-glycerate transport/metabolism system repressor MngR
3105	GUT_GENOME144544_03105	NA	hypothetical protein
3106	GUT_GENOME144544_03106	gatB_2	PTS system galactitol-specific EIIB component
3107	GUT_GENOME144544_03107	gatC_2	PTS system galactitol-specific EIIC component
3108	GUT_GENOME144544_03108	fucK_2	L-fuculokinase
3109	GUT_GENOME144544_03109	ptsH_2	Phosphocarrier protein HPr
3110	GUT_GENOME144544_03110	kbaY_2	D-tagatose-1%2C6-bisphosphate aldolase subunit KbaY
3111	GUT_GENOME144544_03111	NA	hypothetical protein
3112	GUT_GENOME144544_03112	NA	hypothetical protein
3113	GUT_GENOME144544_03113	yhhJ	Inner membrane transport permease YhhJ
3114	GUT_GENOME144544_03114	rbbA	Ribosome-associated ATPase
3115	GUT_GENOME144544_03115	NA	hypothetical protein
3116	GUT_GENOME144544_03116	NA	hypothetical protein
3117	GUT_GENOME144544_03117	NA	hypothetical protein
3118	GUT_GENOME144544_03118	yhiM	Inner membrane protein YhiM
3119	GUT_GENOME144544_03119	NA	putative protein
3120	GUT_GENOME144544_03120	pitA_2	Low-affinity inorganic phosphate transporter 1
3121	GUT_GENOME144544_03121	uspB	Universal stress protein B
3122	GUT_GENOME144544_03122	uspA	Universal stress protein A
3123	GUT_GENOME144544_03123	dtpB	Dipeptide and tripeptide permease B
3124	GUT_GENOME144544_03124	rsmJ	Ribosomal RNA small subunit methyltransferase J
3125	GUT_GENOME144544_03125	prlC	Oligopeptidase A
3126	GUT_GENOME144544_03126	rlmJ	Ribosomal RNA large subunit methyltransferase J
3127	GUT_GENOME144544_03127	gor	Glutathione reductase
3128	GUT_GENOME144544_03128	NA	hypothetical protein
3129	GUT_GENOME144544_03129	NA	hypothetical protein
3130	GUT_GENOME144544_03130	arsB	Arsenical pump membrane protein
3131	GUT_GENOME144544_03131	arsC	Arsenate reductase
3132	GUT_GENOME144544_03132	NA	hypothetical protein
3133	GUT_GENOME144544_03133	NA	hypothetical protein
3134	GUT_GENOME144544_03134	NA	hypothetical protein
3135	GUT_GENOME144544_03135	slp_2	Outer membrane protein slp
3136	GUT_GENOME144544_03136	dctR	HTH-type transcriptional regulator DctR
3137	GUT_GENOME144544_03137	hemS	Hemin transport protein HemS
3138	GUT_GENOME144544_03138	hemR	Hemin receptor
3139	GUT_GENOME144544_03139	hmuT	Hemin-binding periplasmic protein HmuT
3140	GUT_GENOME144544_03140	NA	Oxygen-independent coproporphyrinogen-III oxidase-like protein
3141	GUT_GENOME144544_03141	NA	hypothetical protein
3142	GUT_GENOME144544_03142	NA	hypothetical protein
3143	GUT_GENOME144544_03143	hmuU	Hemin transport system permease protein HmuU
3144	GUT_GENOME144544_03144	hmuV	Hemin import ATP-binding protein HmuV
3145	GUT_GENOME144544_03145	sapB_2	Protein SapB
3146	GUT_GENOME144544_03146	hdeB	Acid stress chaperone HdeB
3147	GUT_GENOME144544_03147	hdeA	Acid stress chaperone HdeA
3148	GUT_GENOME144544_03148	hdeD	Protein HdeD
3149	GUT_GENOME144544_03149	gadE	Transcriptional regulator GadE
3150	GUT_GENOME144544_03150	NA	hypothetical protein
3151	GUT_GENOME144544_03151	mdtE	Multidrug resistance protein MdtE
3152	GUT_GENOME144544_03152	mdtF	Multidrug resistance protein MdtF
3153	GUT_GENOME144544_03153	NA	hypothetical protein
3154	GUT_GENOME144544_03154	gadW_1	HTH-type transcriptional regulator GadW
3155	GUT_GENOME144544_03155	gadX_1	HTH-type transcriptional regulator GadX
3156	GUT_GENOME144544_03156	gadA	Glutamate decarboxylase alpha
3157	GUT_GENOME144544_03157	NA	hypothetical protein
3158	GUT_GENOME144544_03158	treF	Cytoplasmic trehalase
3159	GUT_GENOME144544_03159	yhjB	Putative HTH-type transcriptional regulator YhjB
3160	GUT_GENOME144544_03160	dmlR_5	HTH-type transcriptional regulator DmlR
3161	GUT_GENOME144544_03161	yhjD	Inner membrane protein YhjD
3162	GUT_GENOME144544_03162	yhjE_2	Inner membrane metabolite transport protein YhjE
3163	GUT_GENOME144544_03163	NA	hypothetical protein
3164	GUT_GENOME144544_03164	pdeH	Cyclic di-GMP phosphodiesterase PdeH
3165	GUT_GENOME144544_03165	kdgK_2	2-dehydro-3-deoxygluconokinase
3166	GUT_GENOME144544_03166	yhjJ	Protein YhjJ
3167	GUT_GENOME144544_03167	dctA_1	Aerobic C4-dicarboxylate transport protein
3168	GUT_GENOME144544_03168	pdeK	putative cyclic di-GMP phosphodiesterase PdeK
3169	GUT_GENOME144544_03169	bcsC	Cellulose synthase operon protein C
3170	GUT_GENOME144544_03170	bcsZ	Endoglucanase
3171	GUT_GENOME144544_03171	bcsB	Cyclic di-GMP-binding protein
3172	GUT_GENOME144544_03172	bcsA	Cellulose synthase catalytic subunit [UDP-forming]
3173	GUT_GENOME144544_03173	bcsQ	Cellulose biosynthesis protein BcsQ
3174	GUT_GENOME144544_03174	yhjR	Protein YhjR
3175	GUT_GENOME144544_03175	bcsE	Cyclic di-GMP binding protein BcsE
3176	GUT_GENOME144544_03176	NA	hypothetical protein
3177	GUT_GENOME144544_03177	NA	hypothetical protein
3178	GUT_GENOME144544_03178	ldrD_1	Small toxic polypeptide LdrD
3179	GUT_GENOME144544_03179	ldrD_2	Small toxic polypeptide LdrD
3180	GUT_GENOME144544_03180	yhjV	Inner membrane transport protein YhjV
3181	GUT_GENOME144544_03181	oppF	Oligopeptide transport ATP-binding protein OppF
3182	GUT_GENOME144544_03182	dppD	Dipeptide transport ATP-binding protein DppD
3183	GUT_GENOME144544_03183	dppC	Dipeptide transport system permease protein DppC
3184	GUT_GENOME144544_03184	dppB	Dipeptide transport system permease protein DppB
3185	GUT_GENOME144544_03185	NA	hypothetical protein
3186	GUT_GENOME144544_03186	dppA	Periplasmic dipeptide transport protein
3187	GUT_GENOME144544_03187	NA	tRNA-Pro(cgg)
3188	GUT_GENOME144544_03188	eptB	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
3189	GUT_GENOME144544_03189	yhjX	putative MFS-type transporter YhjX
3190	GUT_GENOME144544_03190	NA	hypothetical protein
3191	GUT_GENOME144544_03191	tag	DNA-3-methyladenine glycosylase 1
3192	GUT_GENOME144544_03192	yjaB_1	putative N-acetyltransferase YjaB
3193	GUT_GENOME144544_03193	bisC	Biotin sulfoxide reductase
3194	GUT_GENOME144544_03194	yiaD	putative lipoprotein YiaD
3195	GUT_GENOME144544_03195	ghrB	Glyoxylate/hydroxypyruvate reductase B
3196	GUT_GENOME144544_03196	NA	hypothetical protein
3197	GUT_GENOME144544_03197	NA	hypothetical protein
3198	GUT_GENOME144544_03198	cspA	Cold shock protein CspA
3199	GUT_GENOME144544_03199	hokA_2	Protein HokA
3200	GUT_GENOME144544_03200	NA	IS3 family transposase IS150
3201	GUT_GENOME144544_03201	NA	IS3 family transposase IS103
3202	GUT_GENOME144544_03202	glyS	Glycine--tRNA ligase beta subunit
3203	GUT_GENOME144544_03203	glyQ	Glycine--tRNA ligase alpha subunit
3204	GUT_GENOME144544_03204	NA	hypothetical protein
3205	GUT_GENOME144544_03205	wecH	O-acetyltransferase WecH
3206	GUT_GENOME144544_03206	yiaA	Inner membrane protein YiaA
3207	GUT_GENOME144544_03207	yiaB	Inner membrane protein YiaB
3208	GUT_GENOME144544_03208	xylB	Xylulose kinase
3209	GUT_GENOME144544_03209	xylA	Xylose isomerase
3210	GUT_GENOME144544_03210	xylF	D-xylose-binding periplasmic protein
3211	GUT_GENOME144544_03211	xylG	Xylose import ATP-binding protein XylG
3212	GUT_GENOME144544_03212	xylH	Xylose transport system permease protein XylH
3213	GUT_GENOME144544_03213	xylR	Xylose operon regulatory protein
3214	GUT_GENOME144544_03214	NA	hypothetical protein
3215	GUT_GENOME144544_03215	malS	Periplasmic alpha-amylase
3216	GUT_GENOME144544_03216	avtA	Valine--pyruvate aminotransferase
3217	GUT_GENOME144544_03217	hyfA_5	Hydrogenase-4 component A
3218	GUT_GENOME144544_03218	yiaJ	DNA-binding transcriptional repressor YiaJ
3219	GUT_GENOME144544_03219	dlgD	2%2C3-diketo-L-gulonate reductase
3220	GUT_GENOME144544_03220	NA	putative protein
3221	GUT_GENOME144544_03221	yiaM	2%2C3-diketo-L-gulonate TRAP transporter small permease protein YiaM
3222	GUT_GENOME144544_03222	siaM	Sialic acid TRAP transporter large permease protein SiaM
3223	GUT_GENOME144544_03223	yiaO	2%2C3-diketo-L-gulonate-binding periplasmic protein YiaO
3224	GUT_GENOME144544_03224	lyx	L-xylulose/3-keto-L-gulonate kinase
3225	GUT_GENOME144544_03225	sgbH	3-keto-L-gulonate-6-phosphate decarboxylase SgbH
3226	GUT_GENOME144544_03226	ulaE_1	L-ribulose-5-phosphate 3-epimerase UlaE
3227	GUT_GENOME144544_03227	sgbE	L-ribulose-5-phosphate 4-epimerase SgbE
3228	GUT_GENOME144544_03228	rhaR_3	HTH-type transcriptional activator RhaR
3229	GUT_GENOME144544_03229	yicJ_1	Inner membrane symporter YicJ
3230	GUT_GENOME144544_03230	hypBA1	Non-reducing end beta-L-arabinofuranosidase
3231	GUT_GENOME144544_03231	NA	hypothetical protein
3232	GUT_GENOME144544_03232	NA	hypothetical protein
3233	GUT_GENOME144544_03233	aldB	Aldehyde dehydrogenase B
3234	GUT_GENOME144544_03234	NA	hypothetical protein
3235	GUT_GENOME144544_03235	adhB	Alcohol dehydrogenase 2
3236	GUT_GENOME144544_03236	selB	Selenocysteine-specific elongation factor
3237	GUT_GENOME144544_03237	selA	L-seryl-tRNA(Sec) selenium transferase
3238	GUT_GENOME144544_03238	yibF	putative GST-like protein YibF
3239	GUT_GENOME144544_03239	NA	hypothetical protein
3240	GUT_GENOME144544_03240	NA	hypothetical protein
3241	GUT_GENOME144544_03241	yibA	Protein YibA
3242	GUT_GENOME144544_03242	NA	ISAs1 family transposase ISEc1
3243	GUT_GENOME144544_03243	NA	hypothetical protein
3244	GUT_GENOME144544_03244	NA	hypothetical protein
3245	GUT_GENOME144544_03245	yibH	Inner membrane protein YibH
3246	GUT_GENOME144544_03246	NA	hypothetical protein
3247	GUT_GENOME144544_03247	mtlA_2	PTS system mannitol-specific EIICBA component
3248	GUT_GENOME144544_03248	mtlD	Mannitol-1-phosphate 5-dehydrogenase
3249	GUT_GENOME144544_03249	mtlR	Mannitol operon repressor
3250	GUT_GENOME144544_03250	NA	hypothetical protein
